,ood,m_n,avg_error,std_error,summary,config,name
49,42,1,0.1468,0.0097,"{'_timestamp': 1663385918.6562011, 'epoch': 100, '_wandb': {'runtime': 830}, 'avg_err': 0.1468, 'run_num': 9, 'train_acc': 1, '_step': 1010, 'std_err': 0.0097, '_runtime': 831.2446842193604, 'train_loss': 0.0016, 'final_test_err': 0.13660000000000003}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'angle': 42, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",2xxl050t
50,42,2,0.1571,0.0106,"{'_step': 1010, 'epoch': 100, 'avg_err': 0.1571, 'run_num': 9, '_runtime': 888.7428367137909, 'train_loss': 0.0017, '_wandb': {'runtime': 887}, 'std_err': 0.0106, 'train_acc': 1, '_timestamp': 1663386256.8476896, 'final_test_err': 0.16790000000000005}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'angle': 42, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",1bi6aq4y
51,42,3,0.1686,0.012,"{'train_acc': 1, '_timestamp': 1663386368.7667005, 'train_loss': 0.0011, 'std_err': 0.012, 'epoch': 100, '_wandb': {'runtime': 939}, 'avg_err': 0.1686, 'run_num': 9, '_runtime': 940.2712273597716, 'final_test_err': 0.16790000000000005, '_step': 1010}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'angle': 42, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3sbdqvha
52,42,4,0.1714,0.0112,"{'_step': 1010, 'epoch': 100, 'run_num': 9, '_timestamp': 1663386427.3649683, 'train_loss': 0.0009, 'final_test_err': 0.17269999999999996, '_wandb': {'runtime': 943}, 'avg_err': 0.1714, 'std_err': 0.0112, '_runtime': 944.9221096038818, 'train_acc': 1}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 4, 'ood': [0], 'beta': 'unbiased', 'angle': 42, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3bxhxf0n
53,42,5,0.1761,0.0067,"{'_step': 1010, 'run_num': 9, 'std_err': 0.0067, 'train_acc': 1, 'epoch': 100, '_wandb': {'runtime': 896}, 'avg_err': 0.1761, '_runtime': 898.0397250652313, '_timestamp': 1663386744.866097, 'train_loss': 0.0009, 'final_test_err': 0.16700000000000004}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 5, 'ood': [0], 'beta': 'unbiased', 'angle': 42, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3kpu2cq5
54,42,10,0.1897,0.0117,"{'run_num': 9, 'std_err': 0.0117, '_runtime': 1086.816475391388, 'train_acc': 1, '_timestamp': 1663386992.4566774, '_step': 1010, '_wandb': {'runtime': 1085}, 'avg_err': 0.1897, 'epoch': 100, 'train_loss': 0.0006, 'final_test_err': 0.19410000000000005}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 10, 'ood': [0], 'beta': 'unbiased', 'angle': 42, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",kzcs7zpm
55,42,20,0.2018,0.0117,"{'_wandb': {'runtime': 1492}, 'avg_err': 0.2018, 'std_err': 0.0117, '_runtime': 1493.123301267624, 'train_acc': 1, '_timestamp': 1663387415.5997803, '_step': 1010, 'run_num': 9, 'train_loss': 0.0004, 'final_test_err': 0.21020000000000005, 'epoch': 100}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 20, 'ood': [0], 'beta': 'unbiased', 'angle': 42, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3qlq666i
56,45,0,0.1396,0.0214,"{'epoch': 100, 'std_err': 0.0214, '_runtime': 908.3027069568634, 'train_acc': 1, 'train_loss': 0.0024, '_step': 1010, '_wandb': {'runtime': 907}, 'avg_err': 0.1396, 'run_num': 9, '_timestamp': 1663356045.550989, 'final_test_err': 0.1098}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 0, 'ood': [0], 'beta': 'unbiased', 'angle': 45, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",2pyvwvon
57,45,1,0.1527,0.0121,"{'std_err': 0.0121, 'train_acc': 1, '_timestamp': 1663356094.6707482, 'train_loss': 0.0016, 'avg_err': 0.1527, 'epoch': 100, '_wandb': {'runtime': 939}, 'run_num': 9, '_runtime': 939.9186873435974, 'final_test_err': 0.14080000000000004, '_step': 1010}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'angle': 45, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",1g1b0ai4
58,45,2,0.1647,0.0162,"{'_step': 1010, 'epoch': 100, 'run_num': 9, 'std_err': 0.0162, '_runtime': 1055.3482060432434, '_timestamp': 1663356591.130239, '_wandb': {'runtime': 1054}, 'avg_err': 0.1647, 'train_acc': 1, 'train_loss': 0.0015, 'final_test_err': 0.1683}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'angle': 45, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",yl7mzc74
59,45,3,0.1784,0.0103,"{'final_test_err': 0.17720000000000002, '_step': 1010, 'epoch': 100, 'avg_err': 0.1784, '_runtime': 1039.0612375736237, '_timestamp': 1663357003.7838986, 'train_loss': 0.001, '_wandb': {'runtime': 1038}, 'run_num': 9, 'std_err': 0.0103, 'train_acc': 1}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'angle': 45, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",1qzuz38c
60,45,4,0.1837,0.0131,"{'_runtime': 1032.0346355438232, 'final_test_err': 0.17859999999999998, '_step': 1010, 'avg_err': 0.1837, 'run_num': 9, 'std_err': 0.0131, 'train_loss': 0.0009, 'epoch': 100, '_wandb': {'runtime': 1031}, 'train_acc': 1, '_timestamp': 1663357050.6913743}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 4, 'ood': [0], 'beta': 'unbiased', 'angle': 45, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",2blidvym
61,45,5,0.1863,0.0075,"{'avg_err': 0.1863, '_runtime': 1074.094865322113, 'train_acc': 1, 'train_loss': 0.0009, 'final_test_err': 0.1765, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 1073}, 'run_num': 9, 'std_err': 0.0075, '_timestamp': 1663357123.7174072}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 5, 'ood': [0], 'beta': 'unbiased', 'angle': 45, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",21dceayv
62,45,10,0.2042,0.0087,"{'run_num': 9, 'std_err': 0.0087, '_runtime': 1387.6459889411926, 'train_acc': 1, 'train_loss': 0.0005, 'final_test_err': 0.20799999999999996, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 1386}, 'avg_err': 0.2042, '_timestamp': 1663357480.1143649}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 10, 'ood': [0], 'beta': 'unbiased', 'angle': 45, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",2ifeoe4n
63,45,20,0.218,0.0136,"{'epoch': 100, 'run_num': 9, 'std_err': 0.0136, '_timestamp': 1663357868.4094524, 'train_loss': 0.0004, '_step': 1010, '_wandb': {'runtime': 1768}, 'avg_err': 0.218, '_runtime': 1769.3162355422974, 'train_acc': 1, 'final_test_err': 0.2388}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 20, 'ood': [0], 'beta': 'unbiased', 'angle': 45, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",1vohl4ok
64,60,0,0.1396,0.0214,"{'epoch': 100, 'avg_err': 0.1396, 'train_acc': 1, '_timestamp': 1663356987.6582313, '_step': 1010, '_wandb': {'runtime': 872}, 'run_num': 9, 'std_err': 0.0214, '_runtime': 873.9635152816772, 'train_loss': 0.0024, 'final_test_err': 0.1098}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 0, 'ood': [0], 'beta': 'unbiased', 'angle': 60, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",36brl59d
65,60,1,0.1848,0.0181,"{'_step': 1010, 'epoch': 100, 'std_err': 0.0181, '_runtime': 890.2490329742432, 'train_acc': 1, '_wandb': {'runtime': 889}, 'avg_err': 0.1848, 'run_num': 9, '_timestamp': 1663357068.72836, 'train_loss': 0.0016, 'final_test_err': 0.1775}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'angle': 60, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",24v2h7jm
66,60,2,0.2109,0.0219,"{'_step': 1010, 'avg_err': 0.2109, 'run_num': 9, '_runtime': 942.0790948867798, 'train_acc': 1, '_timestamp': 1663357438.045435, 'epoch': 100, '_wandb': {'runtime': 941}, 'std_err': 0.0219, 'train_loss': 0.0016, 'final_test_err': 0.2227}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'angle': 60, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",373izp6s
67,60,3,0.2218,0.02,"{'epoch': 100, '_wandb': {'runtime': 998}, 'avg_err': 0.2218, 'run_num': 9, 'std_err': 0.02, 'train_loss': 0.0011, 'final_test_err': 0.2199, '_step': 1010, '_runtime': 999.6299765110016, 'train_acc': 1, '_timestamp': 1663357595.5219414}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'angle': 60, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",21mpxh31
68,60,4,0.2318,0.0226,"{'_step': 1010, 'epoch': 100, 'run_num': 9, 'train_acc': 1, 'train_loss': 0.0009, 'final_test_err': 0.22140000000000004, '_wandb': {'runtime': 921}, 'avg_err': 0.2318, 'std_err': 0.0226, '_runtime': 922.7431502342224, '_timestamp': 1663357900.9537632}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 4, 'ood': [0], 'beta': 'unbiased', 'angle': 60, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3cr59bgb
69,60,5,0.2377,0.0175,"{'final_test_err': 0.24070000000000005, '_step': 1010, 'avg_err': 0.2377, 'run_num': 9, 'std_err': 0.0175, '_timestamp': 1663357944.0235584, 'epoch': 100, '_wandb': {'runtime': 952}, '_runtime': 953.1419453620912, 'train_acc': 1, 'train_loss': 0.0009}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 5, 'ood': [0], 'beta': 'unbiased', 'angle': 60, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",2ks7ca95
70,60,10,0.2613,0.0172,"{'std_err': 0.0172, 'final_test_err': 0.2489, 'run_num': 9, 'epoch': 100, '_wandb': {'runtime': 1153}, 'avg_err': 0.2613, '_runtime': 1154.1812763214111, 'train_acc': 1, '_timestamp': 1663358163.4767022, 'train_loss': 0.0005, '_step': 1010}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 10, 'ood': [0], 'beta': 'unbiased', 'angle': 60, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",29swlkro
71,60,20,0.2818,0.0158,"{'epoch': 100, 'run_num': 9, 'std_err': 0.0158, '_runtime': 1523.2404198646543, 'train_acc': 1, 'final_test_err': 0.28979999999999995, '_step': 1010, '_wandb': {'runtime': 1522}, 'avg_err': 0.2818, '_timestamp': 1663358578.8049448, 'train_loss': 0.0004}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 20, 'ood': [0], 'beta': 'unbiased', 'angle': 60, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",yzp2xg39
72,75,0,0.1396,0.0214,"{'std_err': 0.0214, '_runtime': 929.0841126441956, 'train_acc': 1, '_timestamp': 1663353028.2924376, 'epoch': 100, '_wandb': {'runtime': 928}, 'avg_err': 0.1396, 'run_num': 9, '_step': 1010, 'train_loss': 0.0024, 'final_test_err': 0.1098}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 0, 'ood': [0], 'beta': 'unbiased', 'angle': 75, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",2kaht2mr
73,75,1,0.1961,0.0193,"{'final_test_err': 0.1836, 'avg_err': 0.1961, 'run_num': 9, 'train_acc': 1, '_timestamp': 1663353069.450252, 'train_loss': 0.0017, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 970}, 'std_err': 0.0193, '_runtime': 970.581377029419}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'angle': 75, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",rj9x03jt
74,75,2,0.2309,0.0183,"{'avg_err': 0.2309, 'run_num': 9, 'std_err': 0.0183, '_runtime': 940.0675432682036, '_timestamp': 1663353038.9070542, 'train_loss': 0.0015, 'epoch': 100, '_wandb': {'runtime': 939}, 'final_test_err': 0.2278, '_step': 1010, 'train_acc': 1}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'angle': 75, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3mrki09f
75,75,3,0.2402,0.0272,"{'train_loss': 0.0011, '_step': 1010, 'epoch': 100, 'train_acc': 1, '_timestamp': 1663353103.4396272, '_runtime': 1004.1953291893004, 'final_test_err': 0.24139999999999995, '_wandb': {'runtime': 1003}, 'avg_err': 0.2402, 'run_num': 9, 'std_err': 0.0272}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'angle': 75, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3t0miz2w
76,75,4,0.2483,0.0197,"{'train_acc': 1, '_timestamp': 1663353213.8553011, 'train_loss': 0.0009, '_step': 1010, 'epoch': 100, 'avg_err': 0.2483, 'std_err': 0.0197, '_wandb': {'runtime': 1114}, 'run_num': 9, '_runtime': 1114.588252067566, 'final_test_err': 0.2387}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 4, 'ood': [0], 'beta': 'unbiased', 'angle': 75, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3gjrw03v
77,75,5,0.2568,0.0201,"{'avg_err': 0.2568, 'std_err': 0.0201, 'train_acc': 1, '_timestamp': 1663353179.7515128, 'final_test_err': 0.24150000000000005, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 1080}, 'run_num': 9, '_runtime': 1080.5227377414703, 'train_loss': 0.0009}","{'hp': {'bs': 16, 'lr': 0.01, 'epochs': 100}, 'net': 'conv', 'tag': '14_domainbed/rotated_mnist_smallconv', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 10, 'm_n': 5, 'ood': [0], 'beta': 'unbiased', 'angle': 75, 'sigma': 2, 'target': 0, 'augment': False, 'dataset': 'rotated_mnist', 'task_map': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:3', 'is_multihead': False, 'eval_at_epoch': False}",3u7cao7w
